Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8701676416,GSG4456,NY,PAS,01/25/2019,20,4DSD,ACURA,T,21340,0,0,20200908,102,102,102,368499,T402,F,1239P,,Q,I,E,120th St,15ft N/of Jamaica Av,0,408,D1,,YYYYY,0800A,0600P,WH,,2015,,0,36,,,,
1453184247,77612KA,NY,COM,01/03/2019,21,VAN,FRUEH,S,5580,8730,8780,20200228,72,72,0,921836,KS07,0000,0744A,,K,F,4320,5TH AVE,,0,408,D1,,YYYYYYB,0730A,0800A,WH,0,2008,-,0,,,,,
8747700683,J16KFV,NJ,PAS,04/23/2019,37,SUBN,ACURA,T,15710,35510,35530,88880088,24,24,24,362264,T103,FF,0137P,1234P,NY,F,568,Columbus Ave,,20190423,408,I3,,YYYYY,1000A,0700P,OTHER,,0,,0,23,,,,
8705156026,STE7,NY,SRF,10/31/2018,21,4DSD,HONDA,T,50190,0,0,20190914,107,107,107,362549,T402,M,0928A,,Q,I,S,Hoover Ave,50ft W/of Parsons Bl,0,408,D1,,Y,0830A,1000A,WH,,2010,,0,G,,,,
8708211474,HXA6558,NY,PAS,01/10/2019,14,4DSD,VOLKS,T,66030,18630,34130,20191112,90,90,90,367868,T301,Y,0315P,,K,F,159,N 4th St,,0,408,E2,,YYYYYYY,,,GY,,2015,,0,15,,,,
8618641674,59633MK,NY,COM,03/05/2019,53,DELV,HIN,T,10810,34790,34810,20200228,13,13,13,368511,T102,F,0819A,,NY,O,864,8th Ave,,0,408,E2,,YYYYYYY,,,WH,,2010,,0,99,,,,
8679109241,97287MK,NY,COM,09/21/2018,14,VAN,WORKH,T,18150,0,0,20191130,18,18,18,346001,T106,J,0120P,,NY,I,S,E 58th St,5ft E/of 5th Ave,0,408,H1,,YYYYYYY,,,WH,,2002,,0,25,,,,
8717585030,96596MB,NY,COM,06/10/2019,38,VAN,CHEVR,T,18040,0,0,88880088,103,103,103,368520,T402,E,0619P,,Q,I,S,89th Ave,70ft W/of 148th St,0,408,I4,,YYYYYY,0830A,0700P,WHITE,,2011,,0,14,,,,
8734770860,JGA1229,NY,PAS,06/25/2019,72,SUBN,HONDA,T,16740,35780,16190,20210101,104,104,104,367969,T402,P,0246P,,Q,O,77-43,81st St,,0,408,J6,,YYYYYYY,,,BK,,2006,,0,C,,,,
8716208018,JBF5321,NY,PAS,12/19/2018,38,SUBN,LEXUS,T,45730,50430,35380,20200905,61,61,61,361824,T302,E,1251P,,K,F,1217,Gravesend Neck Rd,,0,408,I4,,YYYYYY,0900A,0700P,WH,,2018,,0,33,,,,
8710594206,H85EZK,NJ,PAS,06/12/2019,37,SUBN,SUBAR,T,35350,11710,13610,88880088,20,20,20,355672,T103,Q,0209P,0104P,NY,F,226,W 79th St,,20190612,408,I4,,YYYYYY,0830A,0700P,GREY,,0,,0,C,,,,
8618332422,91183JV,NY,COM,08/03/2018,73,DELV,INTER,T,10210,17490,17510,20181130,13,13,13,365809,T102,J,0108P,,NY,F,341,3rd Ave,,0,408,L2,,YYYYYYY,,,WHITE,,2004,,0,12,,,,
8740816709,37971MD,NY,COM,06/19/2019,16,VAN,FORD,T,24390,45290,32900,20210430,5,5,5,363137,T105,J,0331P,0244P,NY,F,101,Lafayette St,,20190619,408,E9,,YYYYY,0800A,0600P,BL,,2015,,0,070,,,,
8614820379,EGT1059,NY,PAS,08/23/2018,38,PICK,FORD,T,26230,36930,36980,20200320,70,70,70,367334,T302,V,0205P,,K,O,4801,Church Ave,,0,408,I4,,Y,0830A,0700P,GL,,2001,,0,12,,,,
4653696822,HKE9447,NY,PAS,02/26/2019,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0950A,,BK,,,WB ATLANTIC AVE @ SH,EPHERD AVE,0,1180,B,T,,,,BK,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8738205397,ETM3274,NY,PAS,03/07/2019,21,SUBN,LINCO,T,80630,75760,81230,20190814,83,83,83,363466,T301,G,1122A,,K,F,37,St Nicholas Ave,,0,408,D1,,Y  Y,1100A,1230A,WH,,2009,,0,12,,,,
8722215712,FSH6525,NY,PAS,02/16/2019,38,SUBN,TOYOT,T,9140,19690,19740,20190903,115,115,115,357800,T401,G,1230P,,Q,F,103-08,39th Ave,,0,408,I4,,YYYYYY,0830A,0700P,GY,,2007,,0,17,,,,
8613398510,GKJ6891,NY,PAS,07/11/2018,38,SUBN,HONDA,T,83630,91080,48530,20191127,60,60,60,364925,T302,J,0859P,,K,F,1224,Surf Ave,,0,408,I4,,Y,0800A,1200A,BK,,2009,,0,N,,,,
5105456210,E423688,IL,PAS,02/11/2019,7,UTIL,FORD,V,0,0,0,0,,0,0,0,,,0401P,,QN,,,39TH ST (N/B) @ NORT,HERN BLVD,0,1111,D,T,,,,BLK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5102847612,HPA7184,NY,PAS,08/06/2018,7,SUBN,SUBAR,V,0,0,0,0,,0,0,0,,,1008P,,QN,,,N CONDUIT AVE (W/B),@ LEFFERTS BLVD,0,1111,D,T,,,,RD,,2001,,0,,FAILURE TO STOP AT RED LIGHT,,,
8731267452,85329ML,NY,COM,06/14/2019,31,VAN,FORD,T,27790,17770,17790,20201231,14,14,14,350424,T106,L,0158P,,NY,F,99,Park Ave,,0,408,K1,,YYYYY,0800A,0600P,WH,,2013,,0,01,,,,
8722569108,AP85317,CT,PAS,03/27/2019,46,4DSD,TOYOT,T,20920,35720,76950,20190088,43,43,43,366465,T201,C,0456P,,BX,F,1228,Commonwealth Ave,,0,408,F1,,YYYYYYY,,,SILVE,,0,,0,43,,,,
8676030728,JCA2983,NY,PAS,03/14/2019,38,SUBN,NISSA,T,10210,17570,17590,20200726,18,18,18,361327,T800,B2,0918P,,NY,F,416,3rd Ave,,0,408,I3,,YYYYYY,0830A,1000P,BK,,2018,,0,H,,,,
8724472839,26449BB,NY,OMR,05/24/2019,14,BUS,INTER,T,0,0,0,20200228,50,50,50,363944,T201,H,1136A,,BX,I,E,Tibbett Ave,20ft S/of W 230th St,0,408,C,,YYYYYYY,,,YW,,2005,,0,54,,,,
1446878454,HWA3578,NY,PAS,01/05/2019,40,SUBN,BMW,K,13820,0,0,20191130,84,84,4,161123,0004,0000,0656P,,K,,,BROOKLYN BRIDGE PARK,PIER 4 LOOP,0,408,D5,,BBBBBBB,ALL,ALL,BL,0,2014,-,0,,,,,
8630581219,GXM4179,NY,PAS,06/19/2019,38,SUBN,JEEP,T,7790,9790,9890,20210504,114,114,114,368584,T401,P,1025A,,Q,F,42-10,30th Ave,,0,408,E2,,YYYYYY,0800A,0700P,GY,,2015,,0,29-A,,,,
8684582081,43392MK,NY,COM,06/06/2019,46,VAN,FRUEH,T,10210,18650,18670,20210331,23,23,23,358914,T103,G,1146A,,NY,F,1479,3rd Ave,,0,408,I4,,YYYYYYY,,,WH,,2005,,0,01,,,,
8713520428,EMK6790,NY,PAS,03/13/2019,71,SUBN,FORD,T,76950,22240,59720,20210131,43,43,43,367315,T201,K,1251P,,BX,O,1990,Westchester Ave,,0,408,J6,,YYYYYYY,,,BLUE,,2009,,0,05,,,,
8715667959,188975R,NJ,PAS,02/14/2019,21,SUBN,JEEP,T,34210,10910,11010,88880088,10,10,10,356521,T102,A,0923A,,NY,O,458,W 22nd St,,0,408,D1,,Y  Y,0900A,1030A,GREEN,,0,,0,C,,,,
8541219252,BR67370,NY,TRL,09/21/2018,70,TRLR,NS/OT,T,15770,0,0,20180430,121,121,121,361057,T303,Y,0105P,,R,I,E,Amity Pl,5ft S/of Ludwig Ln,0,408,K4,,YYYYYYY,,,BLACK,,0,,0,01-P,,,,
8528747888,DT1120A,AL,PAS,08/08/2018,21,4DSD,TOYOT,T,15220,72920,48020,20171188,49,49,49,364887,T201,Q,1241P,,BX,O,2430,Bronx Park East,,0,408,D1,,Y,1130A,0100P,OTHER,,0,,0,11,,,,
5104768569,762HOE,CT,PAS,12/20/2018,7,4W,LEXUS,V,0,0,0,0,,0,0,0,,,0548P,,QN,,,QUEENS MIDTOWN EXPWY,(W/B) @ 43RD ST,0,1111,D,T,,,,BLU,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
8688634269,48571MC,NY,COM,04/10/2019,16,VAN,ME/BE,T,35370,11710,13610,20201231,20,20,20,364877,T103,HH,1020A,0944A,NY,O,217,W 80th St,,0,408,I4,,YYYYYY,0600A,1000P,BL,,2012,,0,25,,,,
5104185126,T747475C,NY,OMT,10/25/2018,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0815P,,BK,,,ATLANTIC AVE (W/B) @,KINGSTON AVE,0,1111,D,T,,,,BK,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
8620677433,67969PC,NY,IRP,10/30/2018,14,DELV,PETER,T,18190,27790,24890,20190131,18,18,18,346166,T106,F,0839A,,NY,F,115,E 60th St,,0,408,C,,YYYYYY,0700A,0700P,WHITE,,0,,0,28,,,,
8710602604,HRJ2550,NY,PAS,11/10/2018,21,SUBN,LEXUS,T,5780,5930,6030,20190507,72,72,72,354174,T302,L,0837A,,K,F,315,7th Ave,,0,408,D1,,Y,0830A,0900A,GY,,2015,,0,C1,,,,
1438201163,J36JWN,NJ,PAS,06/20/2018,21,SDN,NISSA,S,0,35290,0,0,101,101,0,588831,QE14,0000,0840A,0835A,Q,,,SW C/O 39 ST,BEACH CHANNEL DRIVE,20180620,408,D1,,BBYBBBB,0830A,1000A,WHITE,0,0,-,0,,,,,
8668441929,GBZ8581,NY,PAS,06/07/2019,38,4DSD,LINCO,T,8140,0,0,20210420,114,114,114,369610,T401,G,0123P,,Q,I,E,31st St,5ft N/of 34th Ave,0,408,I4,,YYYYYY,0900A,0700P,BK,,2017,,0,26,,,,
4654175003,41473ML,NY,COM,03/06/2019,36,REFG,HIN,V,0,0,0,0,,0,0,0,,,0932A,,QN,,,EB UNION TPKE @ KENT,ST,0,1180,B,T,,,,WH,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8744810040,JCE7484,NY,PAS,05/14/2019,71,SUBN,SUZUK,T,21290,22120,22140,20200821,106,106,106,361804,T402,P,0623P,,Q,F,133-09,120th Ave,,0,408,K2,,YYYYYYY,,,BR,,2002,,0,V,,,,
8735363356,EYC9737,NY,PAS,06/15/2019,71,SUBN,JEEP,T,6030,5280,5430,20200418,78,78,78,365919,T302,S,0555P,,K,F,210,9th St,,0,408,J6,,YYYYYYY,,,GY,,2010,,0,C1,,,,
8720394007,JEA4751,NY,PAS,04/23/2019,16,SUBN,TOYOT,T,7680,5430,5580,20210127,72,72,72,364837,T302,L,0736A,,K,F,214,25th St,,0,408,E2,,YYYYY,0700A,0500P,GY,,1999,,0,P,,,,
5104775082,JAL2628,NY,PAS,12/21/2018,7,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0659P,,BX,,,GUN HILL ROAD (W/B),@ EASTCHESTER RD,0,1111,D,T,,,,BL,,2004,,0,,FAILURE TO STOP AT RED LIGHT,,,
8507147732,63352JM,NY,COM,10/16/2018,20,VAN,INTER,T,26690,0,0,88880088,6,6,6,367884,T101,D,0511P,,NY,I,W,Morton St,15ft S/of Hudson St,0,408,D,,YYYYY,0800A,0600P,BROWN,,1995,,0,57,,,,
8711390979,HAZ2251,NY,PAS,03/13/2019,46,SUBN,TOYOT,T,19190,13440,13540,20190831,112,112,112,363074,T402,R,0853P,,Q,F,64-40,99th St,,0,408,F1,,YYYYYYY,,,BK,,2015,,0,K,,,,
4653866132,FMP5066,NY,PAS,03/01/2019,36,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,1141A,,QN,,,SB MAIN ST @ 63RD AV,E,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8685337161,HLA6100,NY,PAS,09/26/2018,40,SUBN,NISSA,T,64830,85530,19630,20190122,67,67,67,354144,T802,B,0304A,,K,O,1087,New York Ave,,0,408,E2,,YYYYYYY,,,GY,,2009,,0,F,,,,
8668791709,GBU1797,NY,PAS,01/10/2019,14,SUBN,DODGE,T,40320,14420,47520,20201001,49,49,49,366436,T201,G,1039A,,BX,O,2077,Holland Ave,,0,408,J3,,YYYYY,0700A,0400P,GY,,2013,,0,02,,,,
8697494540,FRH6504,NY,PAS,03/15/2019,46,4DSD,TOYOT,T,94830,64330,5280,20191213,76,76,76,355553,T802,A,0941P,,K,F,281,Wyckoff St,,0,408,K6,,YYYYYYY,,,BK,,2007,,0,K,,,,
1447909896,7CX8954,ME,PAS,04/03/2019,51,SDN,TOYOT,P,0,40404,40404,20200331,101,101,101,944711,0101,0000,0735A,,Q,F,20-30,ELK,,0,408,E3,,BBBBBBB,ALL,ALL,GRY,0,0,-,0,,,,,
8477441972,OL2959K,NJ,PAS,06/05/2019,31,4DSD,LINCO,T,34210,10510,10610,88880088,10,10,10,369633,T102,E,1152A,,NY,F,147,W 22nd St,,0,408,I3,,YYYYY,0800A,0700A,BLACK,,0,,0,05,,,,
8707358350,64096MK,NY,COM,12/04/2018,20,VAN,NISSA,T,13810,45470,33590,20200131,1,1,1,367884,T101,D,0113P,,NY,F,495,Broome St,,0,408,I3,,YYYYY,0800A,0600P,GY,,2013,,0,59,,,,
4011019045,T766847C,NY,OMT,04/16/2019,5,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0238P,,BK,,,NB UTICA AVE @ SNYDE,R AVE,0,1111,C,T,,,,BK,,2016,,0,,BUS LANE VIOLATION,,,
8561793399,JCF2846,NY,PAS,11/05/2018,71,SUBN,CHEVR,T,51090,19540,19740,20200807,102,102,102,368520,T402,E,0459P,,Q,F,102-29,Jamaica Ave,,0,408,I3,,YYYYYYY,,,WH,,2001,,0,34,,,,
8666329993,FXZ8403,NY,PAS,10/21/2018,70,SUBN,FORD,T,0,0,0,20180926,45,45,45,366457,T201,G,0802A,,BX,I,W,Benson St,85ft N/of Westcheste,0,408,J3,,YYYYYYY,,,OTHER,,0,,0,06,,,,
8694462631,61167MK,NY,COM,10/22/2018,46,VAN,CHEVR,T,20390,0,0,88880088,7,7,7,330198,T101,M,0902A,,NY,I,W,Essex St,75ft N/of Grand St,0,408,K7,,YYYYYYY,,,WHITE,,2017,,0,A,,,,
8745271124,FEW5676,NC,PAS,05/30/2019,20,4DSD,HONDA,T,74400,48220,53620,20190588,46,46,46,361794,T201,O,0723A,,BX,F,108,W 174th St,,0,408,E5,,SCHOOL,0700A,0400P,WHITE,,0,,0,D,,,,
8694367397,HTE2522,NY,PAS,02/14/2019,71,4DSD,LINCO,T,63790,0,0,20191119,104,104,104,367851,T402,J,0416P,,Q,I,E,St Nicholas Ave,45ft S/of Myrtle Ave,0,408,I3,,YYYYYYY,,,WH,,2009,,0,29,,,,
8708103800,HBB1505,NY,PAS,01/08/2019,71,SUBN,GMC,T,44750,10575,10575,20190827,121,121,121,362582,T303,E,0429P,,R,F,2655,Richmond Ave,,0,408,J6,,YYYYYYY,,,GY,,2007,,0,09-P,,,,
1456301391,85997MD,NY,COM,04/16/2019,14,VAN,FRUEH,P,0,0,0,0,17,17,401,961554,0401,0000,0500P,,NY,,,N/S E 49 ST,E/O 3 AVE,0,408,I3,,BBBBBBB,ALL,ALL,BR,0,2015,-,0,,,,,
8669429809,HBX2634,NY,PAS,09/05/2018,21,SUBN,CADIL,T,9330,5580,5680,20191229,72,72,72,357808,T302,N,0852A,,K,O,571,55th St,,0,408,J6,,Y,0830A,1000A,BK,,2011,,0,J,,,,
8725113227,46594MK,NY,COM,05/09/2019,69,DELV,ISUZU,T,34290,13610,10510,20190531,13,13,13,366578,T102,P,1029A,,NY,O,55,W 26th St,,0,408,H1,,YYYYY,0700A,0700P,RD,,2018,,0,14,,,,
1456499452,HVN2550,NY,PAS,03/15/2019,21,SDN,VOLK,S,25230,23930,40030,20191116,83,83,0,501917,KN01,0000,0946A,,K,F,32,CEDAR STREET,,0,408,D1,,BYBBYBB,0900A,1030A,,0,0,-,0,,,,,
8668719683,GSL3436,NY,PAS,08/22/2018,37,CONV,SAAB,T,10110,17010,17030,20180817,9,9,9,358901,T101,F,0103P,1247P,NY,F,23,2nd Ave,,0,408,I4,,Y,0900A,0700P,BK,,2008,104-3124,0,71,,,,
8680843398,42067JM,NY,COM,05/06/2019,69,DELV,FRUEH,T,13430,40404,40404,88880088,9,9,9,367976,T101,G,1016A,,NY,F,0,Bond St,,0,408,H1,,YYYYY,0800A,0600P,WHITE,,1999,,0,24,,,,
8687963750,HAA1460,NY,PAS,10/04/2018,21,SUBN,HONDA,T,16810,22240,22590,20190630,107,107,107,340127,T402,N,1043A,,Q,O,135-30,82nd Dr,,0,408,D1,,Y,1030A,1200A,WH,,2015,,0,G,,,,
8618269876,69407MC,NY,COM,09/20/2018,14,UTIL,INTER,T,10610,34330,34350,20190630,13,13,13,367954,T102,G,0538P,,NY,F,326,7th Ave,,0,408,C,,YYYYY,0400A,0700P,YW,,2012,,0,99,,,,
8729205669,FLN2230,NY,PAS,03/12/2019,38,SUBN,LEXUS,T,6880,9430,9480,20190306,66,66,66,363086,T302,Q,1220P,,K,F,5725,18th Ave,,0,408,I4,,YYYY,0900A,0700P,BL,,2017,,0,40,,,,
8743652736,2731171,IN,PAS,04/25/2019,46,DELV,FRUEH,T,10210,18250,18270,88880088,19,19,19,363047,T103,EE,1034A,,NY,F,1066,3rd Ave,,0,408,I4,,YYYYYYY,,,WHITE,,0,,0,50,,,,
8688695052,ZGN4171,PA,PAS,02/07/2019,20,VAN,FORD,T,45470,29290,45090,20170788,1,1,1,367398,T101,F,0445P,,NY,O,133,Wooster St,,0,408,D,,YYYYY,0800A,0600P,WHITE,,0,,0,70,,,,
5103248992,H18HSH,NJ,PAS,08/07/2018,7,4 DR,TOYOT,V,0,0,0,0,,0,0,0,,,0659A,,QN,,,ASTORIA BLVD (W/B) @,STEINWAY ST,0,1111,D,T,,,,GY,,2002,,0,,FAILURE TO STOP AT RED LIGHT,,,
8673073728,T769672C,NY,OMT,09/07/2018,21,4DSD,TOYOT,T,59030,59025,18630,20190430,70,70,70,361831,T302,Q,0842A,,K,F,50,Martense St,,0,408,D1,,Y,0830A,1000A,GY,,2011,,0,08,,,,
8692177398,HXL9085,NY,999,02/07/2019,16,4DSD,BMW,T,54050,35630,35680,20190304,61,61,61,357713,T302,E,1107A,,K,F,1821,Kings Hwy,,0,408,K2,,YYYYY,0830A,0200P,WHITE,,2019,,0,03,,,,
8716010395,59744PC,NY,APP,01/08/2019,14,VAN,FRUEH,T,18070,25390,27790,20190228,18,18,18,358658,T106,H,0808A,,NY,F,60,E 54th St,,0,408,C,,YYYYY,0700A,0600P,RD,,2018,,0,19,,,,
4650319407,HJZ8626,NY,PAS,11/27/2018,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0823A,,BK,,,SB REMSEN AVE @ FARR,AGUT RD,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5104364379,T748719C,NY,OMT,11/10/2018,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0130A,,BX,,,GRAND CONCOURSE (S/B,) @ E 162 ST,0,1111,D,T,,,,BK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
8668058733,21402MC,NY,COM,06/28/2018,72,VAN,CHEVR,T,27100,24050,21230,20180930,1,1,1,366431,T105,E,1237P,,NY,F,89,Nassau St,,0,408,B,,YYYYYYY,,,WH,,2007,,0,057,,,,
8641217289,4637FT,NY,HIS,10/03/2018,71,2DSD,PONTI,T,22120,45290,20990,20181101,106,106,106,364851,T402,R,0123P,,Q,F,117-37,133rd St,,0,408,D,,YYYYYYY,,,BR,,2069,,0,T,,,,
5102324822,1V14A,NY,OMT,07/04/2018,7,TAXI,NISSA,V,0,0,0,0,,0,0,0,,,1028A,,QN,,,HOYT AVE (S/B) @ 31S,T ST,0,1111,D,T,,,,YW,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
8711450551,W87CDB,NJ,PAS,10/21/2018,20,VAN,FORD,T,41920,75080,75110,88880088,50,50,50,357753,T201,G,0817A,,BX,F,3700,Independence Ave,,0,408,C,,YYYYYYY,,,WHITE,,0,,0,50,,,,
4651429312,JZY5930,PA,PAS,12/14/2018,36,SW,CHEVR,V,0,0,0,0,,0,0,0,,,1202P,,BK,,,NB CONEY ISLAND AVE,@ KERMIT PL,0,1180,B,T,,,,,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8617748047,27552MJ,NY,COM,08/20/2018,42,VAN,NISSA,T,10510,34930,14490,20200731,18,18,18,362201,T106,M,1132A,,NY,O,1429,6th Ave,,0,408,L2,,YYYYY,0700A,0400P,WH,,2016,143-3483,0,40,,,,
8689298435,JDG2010,NY,PAS,05/06/2019,19,4DSD,NISSA,T,13610,36770,36790,20210128,30,30,30,348515,T103,B,1059A,,NY,F,3647,Broadway,,0,408,F1,,YYYYYYY,,,GY,,2009,,0,Y,,,,
8609887200,955988,DE,PAS,07/17/2018,21,4DSD,LEXUS,T,45930,23230,44630,20190088,83,83,83,358173,T301,A,0833A,,K,O,1059,Greene Ave,,0,408,D1,,Y  Y,0800A,0930A,BLACK,,0,,0,11,,,,
8661472787,79140ML,NY,COM,05/04/2019,69,VAN,CHEVR,T,34670,10810,10910,88880088,18,18,18,358893,MTTF,A,0218P,,NY,F,317,W 45th St,,0,408,H1,,YYYYYY,0700A,0600P,WHITE,,2018,,0,11,,,,
4647398717,HLT9399,NY,PAS,07/23/2018,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,1055A,,BX,,,NB BAYCHESTER AVE @,CRAWFORD AVE,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1434847007,V97JYX,NJ,PAS,07/17/2018,40,SDN,HONDA,P,64220,67620,67920,20200930,43,43,43,963708,0043,0000,0612A,,BX,O,1822,SEWARD AVE,,0,408,F2,,BBBBBBB,ALL,ALL,GRAY,0,2018,-,0,,,,,
8667585348,FDF5144,NY,PAS,09/26/2018,21,4DSD,HYUND,T,35290,31240,31290,20181115,101,101,101,362204,T402,N,0858A,,Q,O,44-02,Beach Channel Dr,,0,408,D1,,Y,0830A,1000A,RED,,2013,,0,V,,,,
8713124110,XEEZ98,NJ,PAS,06/06/2019,69,VAN,DODGE,T,18270,24890,10210,20190088,19,19,19,365895,T103,EE,1054A,,NY,F,154,E 64th St,,0,408,H1,,YYYYYY,0800A,1200A,WHITE,,0,,0,56,,,,
8703919547,AH25540,CT,PAS,12/07/2018,37,4DSD,VOLKS,T,13610,35390,35410,88880088,20,20,20,364911,T103,M,0844P,0758P,NY,F,2270,Broadway,,20181207,408,I4,,YYYYYY,0800A,1000P,SILVE,,0,108-3067,0,Z,,,,
8714704134,57300BA,NY,OMR,11/06/2018,20,BUS,,T,0,0,0,20190228,90,90,90,354144,T802,B,0958P,,K,I,N,Williamsburg St East,170ft W/of Bedford A,0,408,D,,YYYYYYY,,,YW,,2008,,0,CC4,,,,
4652364714,JAL6169,NY,PAS,01/16/2019,36,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,0233P,,BX,,,SB WHITE PLAINS RD @,RANDALL AVE,0,1180,B,T,,,,BL,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8562439381,28618MH,NY,COM,12/13/2018,14,VAN,FORD,T,59990,13790,13890,88880088,112,112,112,367979,T402,O,1211P,,Q,O,98-83,Queens Blvd,,0,408,D1,,YYYYYYY,,,BROWN,,2015,,0,02,,,,
8686328192,AZP0384,WA,PAS,12/29/2018,21,4DSD,TOYOT,T,5280,10980,11030,20180088,68,68,68,349535,T302,N,0810A,,K,F,8807,3rd Ave,,0,408,D1,,YYYYYY,0800A,0830A,GREY,,0,,0,E,,,,
8620932652,59889MJ,NY,COM,09/21/2018,47,DELV,ISUZU,T,13610,17430,17450,88880088,13,13,13,367872,T102,L,1248P,,NY,O,949,Broadway,,0,408,I4,,YYYYYY,0700A,0700P,WHITE,,2017,,0,99,,,,
8598207950,GMT1642,NY,PAS,10/19/2018,37,SUBN,HONDA,T,63030,45030,81630,20200116,88,88,88,363466,T301,G,0107P,1054A,K,F,531,Myrtle Ave,,0,408,I3,,YYYYYY,0830A,0700P,BK,,2014,335-3003,0,08,,,,
8666589231,HZL7989,TX,PAS,04/22/2019,21,SUBN,HYUND,T,82230,57230,64530,88880088,73,73,73,355141,T301,B,1220P,,K,O,857,Mother Gaston Blvd,,0,408,D1,,Y  Y,1130A,0100P,BLUE,,0,,0,A,,,,
4010308734,FSL8139,NY,PAS,01/06/2019,5,4DSD,BUICK,V,0,0,0,0,,0,0,0,,,0509P,,QN,,,NB MAIN ST @ FRANKLI,N AVE,0,1111,C,T,,,,WH,,2001,,0,,BUS LANE VIOLATION,,,
8651486509,HTY6345,NY,PAS,03/28/2019,21,SUBN,TOYOT,T,36230,25690,26490,20191030,28,28,28,362579,T103,DD,0928A,,NY,F,355,W 123rd St,,0,408,D1,,Y  Y,0830A,1000A,WH,,2009,,0,01,,,,
8694324908,HKY1851,NY,PAS,11/27/2018,38,SUBN,NISSA,T,5580,19330,86530,20190131,78,78,78,366548,T302,K,0102P,,K,F,195,5th Ave,,0,408,I4,,YYYYYY,0800A,0700P,WH,,2016,,0,56,,,,
1452030080,64KK34,MA,PAS,01/16/2019,21,SDN,CHEVR,S,23840,8290,8590,0,109,109,0,668641,QE07,0000,1109A,,Q,O,33-44,158 STREET,,0,408,D1,,BBYBBBB,1100A,1230P,TAN,0,0,-,0,,,,,
8697545869,939RN,NY,SRF,04/29/2019,71,SUBN,NISSA,T,25940,0,0,20210205,113,113,113,367888,T402,Y,0316P,,Q,I,E,201st St,40ft N/of 116th St,0,408,J3,,YYYYYYY,,,GY,,2012,,0,CC1,,,,
8520842458,GKZ8557,NY,PAS,08/04/2018,19,4DSD,FORD,T,19270,27790,24890,20191218,25,25,25,367911,T103,S,0245P,,NY,F,126,E 116th St,,0,408,I4,,YYYYYYY,,,GL,,0,,0,24,,,,
8733402413,49743JG,NY,COM,02/18/2019,20,DELV,GMC,T,33390,30790,45090,88880088,6,6,6,362533,T105,M,0839A,,NY,F,550,Washington St,,0,408,D,,YYYYY,0800A,0600P,BROWN,,1986,,0,B,,,,
8719807545,HKV1325,NY,PAS,01/03/2019,38,SUBN,NISSA,T,10440,9290,9190,20200812,108,108,108,363032,T401,Q,1042A,,Q,F,39-14,47th Ave,,0,408,I4,,YYYYYY,0830A,0700P,BK,,2016,,0,37,,,,
1455548650,26039JP,NY,COM,12/01/2018,16,VAN,CHEVR,P,36090,13610,15410,20200228,18,18,420,936593,0420,0000,0436P,,NY,F,604,W 116,,0,408,K2,,BBBBBBB,ALL,ALL,WH,0,2005,-,0,,,,,
8662228630,30455LV,NY,OML,02/05/2019,38,SUBN,FORD,T,65590,25050,25070,20190228,107,107,107,368572,T402,E,0127P,,Q,F,180-18,Union Turnpike,,0,408,C3,,YYYYYY,0800A,0700P,TN,,2007,,0,43,,,,
